time_hour,carrier,flight,air_time,dep_delay,arr_delay,origin,dest,distance,Month,Day,HourOfDay,DayOfWeek
2013-07-06T11:00:00Z,EV,4187,116,-3,-9,EWR,BNA,748,7,6,7,Sat
2013-07-06T11:00:00Z,AA,1815,125,-4,-4,JFK,MCO,944,7,6,7,Sat
2013-07-06T11:00:00Z,EV,5144,93,-6,-31,LGA,TVC,655,7,6,7,Sat
2013-07-06T11:00:00Z,AA,33,303,-6,-26,JFK,LAX,2475,7,6,7,Sat
2013-07-06T11:00:00Z,B6,683,125,-5,-7,JFK,MCO,944,7,6,7,Sat
2013-07-06T11:00:00Z,B6,1289,201,-4,-20,EWR,SJU,1608,7,6,7,Sat
2013-07-06T11:00:00Z,AA,1949,290,-6,-16,JFK,LAS,2248,7,6,7,Sat
2013-07-06T11:00:00Z,AA,1757,134,0,-15,JFK,TPA,1005,7,6,7,Sat
2013-07-06T11:00:00Z,WN,2038,109,17,2,EWR,BNA,748,7,6,7,Sat
2013-07-06T11:00:00Z,EV,4233,45,-5,-28,EWR,BTV,266,7,6,7,Sat
2013-07-06T11:00:00Z,UA,207,303,-7,-45,EWR,SFO,2565,7,6,7,Sat
2013-07-06T11:00:00Z,B6,461,139,10,3,LGA,PBI,1035,7,6,7,Sat
2013-07-06T11:00:00Z,B6,1273,89,-5,-14,JFK,CHS,636,7,6,7,Sat
2013-07-06T11:00:00Z,DL,807,113,-4,-6,EWR,ATL,746,7,6,7,Sat
2013-07-06T11:00:00Z,AA,715,184,-6,-17,LGA,DFW,1389,7,6,7,Sat
2013-07-06T11:00:00Z,B6,8,49,-3,-15,JFK,PWM,273,7,6,7,Sat
2013-07-06T11:00:00Z,9E,3353,83,0,-29,JFK,DTW,509,7,6,7,Sat
2013-07-06T11:00:00Z,B6,163,146,-7,-13,JFK,SRQ,1041,7,6,7,Sat
2013-07-06T11:00:00Z,WN,1312,210,5,-15,EWR,DEN,1605,7,6,7,Sat
2013-07-06T11:00:00Z,UA,537,303,-6,-52,EWR,LAX,2454,7,6,7,Sat
2013-07-06T10:00:00Z,EV,4393,93,58,47,EWR,IND,645,7,6,6,Sat
2013-07-06T11:00:00Z,AA,309,108,-7,-33,LGA,ORD,733,7,6,7,Sat
2013-07-06T11:00:00Z,B6,2702,57,-4,-15,JFK,BUF,301,7,6,7,Sat
2013-07-06T11:00:00Z,B6,1717,133,-2,-9,LGA,TPA,1010,7,6,7,Sat
2013-07-06T12:00:00Z,EV,4213,67,-8,-9,EWR,RDU,416,7,6,8,Sat
2013-07-06T11:00:00Z,US,1733,79,-3,-12,LGA,CLT,544,7,6,7,Sat
2013-07-06T12:00:00Z,AA,655,201,-7,-17,JFK,STT,1623,7,6,8,Sat
2013-07-06T12:00:00Z,B6,1511,154,-7,-1,EWR,RSW,1068,7,6,8,Sat
2013-07-06T11:00:00Z,MQ,3709,106,-2,-14,EWR,ORD,719,7,6,7,Sat
2013-07-06T11:00:00Z,AA,59,323,-1,-44,JFK,SFO,2586,7,6,7,Sat
2013-07-06T12:00:00Z,DL,2119,143,-5,-24,LGA,MSP,1020,7,6,8,Sat
2013-07-06T12:00:00Z,DL,1271,146,-5,-26,JFK,FLL,1069,7,6,8,Sat
2013-07-06T12:00:00Z,EV,4583,48,-4,-23,EWR,PWM,284,7,6,8,Sat
2013-07-06T12:00:00Z,B6,1491,39,-4,-16,JFK,ACK,199,7,6,8,Sat
2013-07-06T12:00:00Z,B6,901,143,-3,-16,JFK,FLL,1069,7,6,8,Sat
2013-07-06T12:00:00Z,EV,4304,157,-4,-16,EWR,MSY,1167,7,6,8,Sat
2013-07-06T12:00:00Z,9E,3611,63,-7,-13,JFK,PIT,340,7,6,8,Sat
2013-07-06T12:00:00Z,EV,4162,42,-9,-13,EWR,BOS,200,7,6,8,Sat
2013-07-06T12:00:00Z,B6,677,110,0,-11,JFK,JAX,828,7,6,8,Sat
2013-07-06T12:00:00Z,DL,2190,148,0,-2,JFK,MIA,1089,7,6,8,Sat
2013-07-06T12:00:00Z,DL,2395,140,0,-13,LGA,PBI,1035,7,6,8,Sat
2013-07-06T12:00:00Z,DL,1109,136,-4,-14,LGA,TPA,1010,7,6,8,Sat
2013-07-06T12:00:00Z,9E,3507,158,2,-6,JFK,MSY,1182,7,6,8,Sat
2013-07-06T12:00:00Z,EV,5804,149,-6,-27,EWR,OMA,1134,7,6,8,Sat
2013-07-06T12:00:00Z,DL,1167,137,-6,-26,JFK,TPA,1005,7,6,8,Sat
2013-07-06T12:00:00Z,DL,27,106,-5,-13,JFK,ATL,760,7,6,8,Sat
2013-07-06T12:00:00Z,MQ,3531,70,-9,-16,LGA,RDU,431,7,6,8,Sat
2013-07-06T12:00:00Z,DL,1429,284,-8,-18,JFK,LAS,2248,7,6,8,Sat
2013-07-06T12:00:00Z,MQ,3355,114,-8,-6,LGA,BNA,764,7,6,8,Sat
2013-07-06T12:00:00Z,MQ,3370,48,-8,-21,JFK,DCA,213,7,6,8,Sat
2013-07-06T12:00:00Z,B6,885,67,8,-1,JFK,RDU,427,7,6,8,Sat
2013-07-06T12:00:00Z,DL,914,210,-7,-24,LGA,DEN,1620,7,6,8,Sat
2013-07-06T12:00:00Z,US,1509,75,-7,-29,EWR,CLT,529,7,6,8,Sat
2013-07-06T12:00:00Z,EV,4380,150,-6,-27,EWR,MSP,1008,7,6,8,Sat
2013-07-06T12:00:00Z,9E,3538,149,-3,-28,JFK,MSP,1029,7,6,8,Sat
2013-07-06T12:00:00Z,EV,4295,84,-2,-20,EWR,AVL,583,7,6,8,Sat
2013-07-06T12:00:00Z,B6,281,194,0,-12,JFK,HOU,1428,7,6,8,Sat
2013-07-06T12:00:00Z,EV,4537,143,0,2,EWR,MEM,946,7,6,8,Sat
2013-07-06T12:00:00Z,AA,719,179,-9,-26,LGA,DFW,1389,7,6,8,Sat
2013-07-06T12:00:00Z,UA,618,247,-2,-23,EWR,BZN,1882,7,6,8,Sat
2013-07-06T11:00:00Z,DL,1771,313,47,27,JFK,SEA,2422,7,6,7,Sat
2013-07-06T12:00:00Z,DL,1157,137,-12,-32,EWR,MSP,1008,7,6,8,Sat
2013-07-06T12:00:00Z,EV,3825,72,-3,-30,EWR,CMH,463,7,6,8,Sat
2013-07-06T12:00:00Z,AA,2267,150,-2,-21,LGA,MIA,1096,7,6,8,Sat
2013-07-06T12:00:00Z,US,1059,78,-4,-10,JFK,CLT,541,7,6,8,Sat
2013-07-06T12:00:00Z,EV,5812,89,-8,-20,EWR,CHS,628,7,6,8,Sat
2013-07-06T12:00:00Z,UA,151,152,1,-6,EWR,MIA,1085,7,6,8,Sat
2013-07-06T12:00:00Z,DL,1959,120,-1,-18,JFK,MCO,944,7,6,8,Sat
2013-07-06T12:00:00Z,UA,397,340,-1,-15,JFK,SFO,2586,7,6,8,Sat
2013-07-06T12:00:00Z,9E,3521,120,-4,-14,JFK,ORD,740,7,6,8,Sat
2013-07-06T12:00:00Z,UA,443,305,-15,-35,JFK,LAX,2475,7,6,8,Sat
2013-07-06T12:00:00Z,AA,1838,40,-4,-23,JFK,BOS,187,7,6,8,Sat
2013-07-06T12:00:00Z,9E,4105,89,7,-19,JFK,CHS,636,7,6,8,Sat
2013-07-06T12:00:00Z,B6,2280,41,-2,-11,EWR,BOS,200,7,6,8,Sat
2013-07-06T12:00:00Z,B6,219,79,-5,-20,JFK,CLT,541,7,6,8,Sat
2013-07-06T12:00:00Z,MQ,3407,69,0,-14,LGA,CMH,479,7,6,8,Sat
2013-07-06T12:00:00Z,UA,1592,131,0,-10,EWR,MCO,937,7,6,8,Sat
2013-07-06T12:00:00Z,EV,4326,83,-1,-4,EWR,CLT,529,7,6,8,Sat
2013-07-06T12:00:00Z,B6,1783,124,-3,-23,JFK,MCO,944,7,6,8,Sat
2013-07-06T12:00:00Z,EV,4300,50,-3,-19,EWR,RIC,277,7,6,8,Sat
2013-07-06T12:00:00Z,AA,313,112,-11,-30,LGA,ORD,733,7,6,8,Sat
2013-07-06T12:00:00Z,MQ,3419,116,-1,4,LGA,ATL,762,7,6,8,Sat
2013-07-06T12:00:00Z,UA,527,315,1,-32,EWR,SEA,2402,7,6,8,Sat
2013-07-06T12:00:00Z,US,1429,84,-4,-11,LGA,CLT,544,7,6,8,Sat
2013-07-06T12:00:00Z,DL,301,192,-5,-32,JFK,SJU,1598,7,6,8,Sat
2013-07-06T12:00:00Z,MQ,3478,79,15,-9,LGA,DTW,502,7,6,8,Sat
2013-07-06T12:00:00Z,UA,694,322,-4,33,EWR,SFO,2565,7,6,8,Sat
2013-07-06T12:00:00Z,MQ,3363,64,19,12,JFK,RDU,427,7,6,8,Sat
2013-07-06T12:00:00Z,EV,6047,60,-9,-30,EWR,CLE,404,7,6,8,Sat
2013-07-06T12:00:00Z,AA,647,143,-5,-24,JFK,MIA,1089,7,6,8,Sat
2013-07-06T12:00:00Z,UA,561,204,43,23,LGA,DEN,1620,7,6,8,Sat
2013-07-06T13:00:00Z,DL,120,314,-7,10,JFK,LAX,2475,7,6,9,Sat
2013-07-06T12:00:00Z,UA,1711,184,0,-15,EWR,IAH,1400,7,6,8,Sat
2013-07-06T13:00:00Z,US,2167,41,-7,-21,LGA,DCA,214,7,6,9,Sat
2013-07-06T13:00:00Z,AA,1357,218,-6,25,JFK,SJU,1598,7,6,9,Sat
2013-07-06T13:00:00Z,B6,189,300,-5,-29,JFK,SAN,2446,7,6,9,Sat
2013-07-06T13:00:00Z,DL,1885,130,-5,-30,LGA,MCO,950,7,6,9,Sat
2013-07-06T13:00:00Z,DL,485,112,-4,-7,EWR,ATL,746,7,6,9,Sat
2013-07-06T13:00:00Z,B6,5,151,-3,-14,EWR,FLL,1065,7,6,9,Sat
2013-07-06T13:00:00Z,DL,1443,323,-3,3,JFK,SEA,2422,7,6,9,Sat
2013-07-06T12:00:00Z,EV,4099,125,40,22,EWR,STL,872,7,6,8,Sat
2013-07-06T12:00:00Z,DL,1747,112,-1,-23,LGA,ATL,762,7,6,8,Sat
2013-07-06T13:00:00Z,B6,1634,46,-6,-18,JFK,BTV,266,7,6,9,Sat
2013-07-06T13:00:00Z,UA,544,107,-1,-29,LGA,ORD,733,7,6,9,Sat
2013-07-06T13:00:00Z,B6,63,318,-1,-12,JFK,SEA,2422,7,6,9,Sat
2013-07-06T13:00:00Z,DL,181,76,-7,-37,LGA,DTW,502,7,6,9,Sat
2013-07-06T13:00:00Z,EV,5222,77,-6,-21,EWR,DTW,488,7,6,9,Sat
2013-07-06T13:00:00Z,DL,874,144,-1,-24,LGA,MIA,1096,7,6,9,Sat
2013-07-06T13:00:00Z,UA,294,299,4,-34,EWR,SAN,2425,7,6,9,Sat
2013-07-06T13:00:00Z,US,861,37,-9,-26,LGA,PHL,96,7,6,9,Sat
2013-07-06T12:00:00Z,EV,4321,146,14,-4,EWR,MCI,1092,7,6,8,Sat
2013-07-06T12:00:00Z,EV,4388,115,19,0,EWR,JAX,820,7,6,8,Sat
2013-07-06T13:00:00Z,DL,867,39,-5,-21,JFK,BOS,187,7,6,9,Sat
2013-07-06T13:00:00Z,UA,1519,212,5,1,EWR,STT,1634,7,6,9,Sat
2013-07-06T13:00:00Z,B6,271,145,-21,-41,LGA,FLL,1076,7,6,9,Sat
2013-07-06T13:00:00Z,EV,4636,38,-5,-17,EWR,DCA,199,7,6,9,Sat
2013-07-06T13:00:00Z,AA,1,305,-1,-6,JFK,LAX,2475,7,6,9,Sat
2013-07-06T13:00:00Z,AA,1223,180,0,-11,EWR,DFW,1372,7,6,9,Sat
2013-07-06T13:00:00Z,B6,199,128,-10,-24,LGA,MCO,950,7,6,9,Sat
2013-07-06T13:00:00Z,VX,407,313,-3,-19,JFK,LAX,2475,7,6,9,Sat
2013-07-06T13:00:00Z,MQ,3565,76,9,-19,LGA,CLT,544,7,6,9,Sat
2013-07-06T13:00:00Z,WN,1221,102,-10,-13,EWR,MDW,711,7,6,9,Sat
2013-07-06T13:00:00Z,B6,586,50,-2,-12,JFK,ROC,264,7,6,9,Sat
2013-07-06T13:00:00Z,B6,116,43,-3,-6,JFK,SYR,209,7,6,9,Sat
2013-07-06T13:00:00Z,EV,3854,110,-1,-13,EWR,ATL,746,7,6,9,Sat
2013-07-06T13:00:00Z,DL,2379,146,-6,-43,LGA,FLL,1076,7,6,9,Sat
2013-07-06T13:00:00Z,UA,1216,226,20,28,EWR,SJU,1608,7,6,9,Sat
2013-07-06T12:00:00Z,UA,1643,200,39,8,EWR,DEN,1605,7,6,8,Sat
2013-07-06T13:00:00Z,B6,795,204,6,17,JFK,AUS,1521,7,6,9,Sat
2013-07-06T13:00:00Z,UA,405,207,10,-14,LGA,DEN,1620,7,6,9,Sat
2013-07-06T13:00:00Z,DL,2457,162,-4,-27,LGA,MSY,1183,7,6,9,Sat
2013-07-06T13:00:00Z,9E,4192,51,0,-15,JFK,ROC,264,7,6,9,Sat
2013-07-06T13:00:00Z,AA,1871,146,1,-31,LGA,MIA,1096,7,6,9,Sat
2013-07-06T13:00:00Z,UA,204,107,-5,-27,EWR,ORD,719,7,6,9,Sat
2013-07-06T13:00:00Z,EV,5475,86,-7,-16,LGA,TVC,655,7,6,9,Sat
2013-07-06T14:00:00Z,EV,5736,45,-11,-20,LGA,IAD,229,7,6,10,Sat
2013-07-06T13:00:00Z,MQ,3670,106,-4,1,LGA,BNA,764,7,6,9,Sat
2013-07-06T13:00:00Z,US,1619,77,-8,-30,LGA,CLT,544,7,6,9,Sat
2013-07-06T13:00:00Z,UA,263,275,43,13,EWR,LAS,2227,7,6,9,Sat
2013-07-06T13:00:00Z,AA,731,188,0,-25,LGA,DFW,1389,7,6,9,Sat
2013-07-06T13:00:00Z,B6,483,125,-4,-4,JFK,MCO,944,7,6,9,Sat
2013-07-06T14:00:00Z,UA,673,103,-5,-27,LGA,ORD,733,7,6,10,Sat
2013-07-06T14:00:00Z,EV,4495,107,-4,-10,EWR,SAV,708,7,6,10,Sat
2013-07-06T14:00:00Z,HA,51,606,-4,0,JFK,HNL,4983,7,6,10,Sat
2013-07-06T13:00:00Z,VX,251,278,6,-24,JFK,LAS,2248,7,6,9,Sat
2013-07-06T14:00:00Z,DL,1847,111,-1,-7,LGA,ATL,762,7,6,10,Sat
2013-07-06T14:00:00Z,UA,222,299,-2,-38,EWR,LAX,2454,7,6,10,Sat
2013-07-06T14:00:00Z,MQ,3611,107,-5,-16,EWR,ORD,719,7,6,10,Sat
2013-07-06T14:00:00Z,DL,2319,136,-4,-31,LGA,MSP,1020,7,6,10,Sat
2013-07-06T13:00:00Z,EV,5711,45,6,4,JFK,IAD,228,7,6,9,Sat
2013-07-06T14:00:00Z,WN,1028,106,0,-17,LGA,BNA,764,7,6,10,Sat
2013-07-06T14:00:00Z,EV,6046,65,-5,-29,EWR,CLE,404,7,6,10,Sat
2013-07-06T14:00:00Z,B6,518,38,-3,-15,JFK,BOS,187,7,6,10,Sat
2013-07-06T12:00:00Z,9E,3713,42,91,74,JFK,DCA,213,7,6,8,Sat
2013-07-06T14:00:00Z,UA,555,138,-9,-31,EWR,FLL,1065,7,6,10,Sat
2013-07-06T14:00:00Z,US,1055,79,1,-1,EWR,CLT,529,7,6,10,Sat
2013-07-06T14:00:00Z,DL,1529,288,-8,-14,JFK,LAS,2248,7,6,10,Sat
2013-07-06T14:00:00Z,UA,1454,197,-8,-22,LGA,IAH,1416,7,6,10,Sat
2013-07-06T14:00:00Z,EV,4087,94,-7,-25,EWR,IND,645,7,6,10,Sat
2013-07-06T14:00:00Z,B6,1,146,-4,-11,JFK,FLL,1069,7,6,10,Sat
2013-07-06T14:00:00Z,US,196,267,-4,-15,JFK,PHX,2153,7,6,10,Sat
2013-07-06T14:00:00Z,AA,601,145,-3,5,JFK,MIA,1089,7,6,10,Sat
2013-07-06T14:00:00Z,B6,925,139,2,-2,JFK,TPA,1005,7,6,10,Sat
2013-07-06T14:00:00Z,AA,1879,151,-5,-29,LGA,MIA,1096,7,6,10,Sat
2013-07-06T14:00:00Z,EV,4328,88,15,9,EWR,CHS,628,7,6,10,Sat
2013-07-06T13:00:00Z,B6,411,279,33,14,JFK,LAS,2248,7,6,9,Sat
2013-07-06T14:00:00Z,US,604,251,9,-19,EWR,PHX,2133,7,6,10,Sat
2013-07-06T14:00:00Z,EV,4662,66,5,-9,EWR,RDU,416,7,6,10,Sat
2013-07-06T13:00:00Z,EV,4998,141,67,16,LGA,MCI,1107,7,6,9,Sat
2013-07-06T14:00:00Z,DL,1903,140,-9,-46,LGA,SRQ,1047,7,6,10,Sat
2013-07-06T14:00:00Z,EV,4510,113,-3,-11,EWR,MKE,725,7,6,10,Sat
2013-07-06T14:00:00Z,AA,325,105,13,-20,LGA,ORD,733,7,6,10,Sat
2013-07-06T14:00:00Z,EV,4240,51,28,12,EWR,BUF,282,7,6,10,Sat
2013-07-06T14:00:00Z,B6,971,143,-13,-36,LGA,FLL,1076,7,6,10,Sat
2013-07-06T14:00:00Z,DL,1275,259,-9,-17,JFK,SLC,1990,7,6,10,Sat
2013-07-06T14:00:00Z,MQ,3466,68,-5,-23,LGA,RDU,431,7,6,10,Sat
2013-07-06T14:00:00Z,EV,4535,152,-8,5,EWR,MSP,1008,7,6,10,Sat
2013-07-06T15:00:00Z,DL,2445,125,-9,-25,LGA,MCO,950,7,6,11,Sat
2013-07-06T15:00:00Z,9E,3910,51,-18,-24,JFK,RIC,288,7,6,11,Sat
2013-07-06T15:00:00Z,DL,695,124,-5,-13,JFK,MCO,944,7,6,11,Sat
2013-07-06T15:00:00Z,MQ,3230,49,-5,-1,JFK,DCA,213,7,6,11,Sat
2013-07-06T15:00:00Z,DL,1031,78,-6,-29,LGA,DTW,502,7,6,11,Sat
2013-07-06T15:00:00Z,DL,1647,106,0,-15,LGA,ATL,762,7,6,11,Sat
2013-07-06T14:00:00Z,UA,324,300,17,25,EWR,LAX,2454,7,6,10,Sat
2013-07-06T15:00:00Z,UA,1172,183,-2,-14,EWR,IAH,1400,7,6,11,Sat
2013-07-06T15:00:00Z,AA,327,109,-6,-26,LGA,ORD,733,7,6,11,Sat
2013-07-06T15:00:00Z,B6,1129,154,-1,-3,JFK,RSW,1074,7,6,11,Sat
2013-07-06T15:00:00Z,B6,127,123,-4,-9,EWR,MCO,937,7,6,11,Sat
2013-07-06T15:00:00Z,WN,1506,103,-4,-17,LGA,MDW,725,7,6,11,Sat
2013-07-06T15:00:00Z,B6,2380,39,-11,-20,EWR,BOS,200,7,6,11,Sat
2013-07-06T15:00:00Z,MQ,3572,64,-5,-24,LGA,CLE,419,7,6,11,Sat
2013-07-06T15:00:00Z,B6,34,47,-9,-13,JFK,BTV,266,7,6,11,Sat
2013-07-06T15:00:00Z,AA,2099,149,-8,-30,LGA,MIA,1096,7,6,11,Sat
2013-07-06T15:00:00Z,B6,208,50,-3,-10,JFK,PWM,273,7,6,11,Sat
2013-07-06T15:00:00Z,WN,1882,106,-1,-26,LGA,MKE,738,7,6,11,Sat
2013-07-06T13:00:00Z,MQ,3644,110,90,87,LGA,ATL,762,7,6,9,Sat
2013-07-06T15:00:00Z,EV,3264,30,-8,-19,EWR,ALB,143,7,6,11,Sat
2013-07-06T14:00:00Z,B6,1291,40,44,36,JFK,ACK,199,7,6,10,Sat
2013-07-06T15:00:00Z,EV,4974,41,-5,-28,LGA,BTV,258,7,6,11,Sat
2013-07-06T15:00:00Z,9E,4001,35,0,-8,LGA,MHT,195,7,6,11,Sat
2013-07-06T15:00:00Z,UA,703,313,9,-2,JFK,LAX,2475,7,6,11,Sat
2013-07-06T15:00:00Z,UA,1686,126,-10,-27,EWR,MCO,937,7,6,11,Sat
2013-07-06T15:00:00Z,US,1085,78,-5,-25,LGA,CLT,544,7,6,11,Sat
2013-07-06T15:00:00Z,DL,1875,135,-2,-29,LGA,TPA,1010,7,6,11,Sat
2013-07-06T15:00:00Z,DL,954,152,-4,-22,LGA,FLL,1076,7,6,11,Sat
2013-07-06T15:00:00Z,EV,4567,158,-6,1,EWR,MCI,1092,7,6,11,Sat
2013-07-06T15:00:00Z,DL,2219,140,0,-24,LGA,MSP,1020,7,6,11,Sat
2013-07-06T14:00:00Z,B6,403,200,41,27,JFK,SJU,1598,7,6,10,Sat
2013-07-06T15:00:00Z,EV,5030,112,-7,-10,EWR,ATL,746,7,6,11,Sat
2013-07-06T15:00:00Z,AA,1855,124,-11,-21,LGA,STL,888,7,6,11,Sat
2013-07-06T15:00:00Z,B6,1307,44,0,-11,JFK,IAD,228,7,6,11,Sat
2013-07-06T15:00:00Z,MQ,3546,143,-1,-8,LGA,MSP,1020,7,6,11,Sat
2013-07-06T15:00:00Z,AA,2147,147,-7,-21,EWR,MIA,1085,7,6,11,Sat
2013-07-06T15:00:00Z,US,2171,43,49,39,LGA,DCA,214,7,6,11,Sat
2013-07-06T15:00:00Z,EV,5795,53,-8,-18,EWR,PIT,319,7,6,11,Sat
2013-07-06T16:00:00Z,EV,5840,47,-8,-16,EWR,ROC,246,7,6,12,Sat
2013-07-06T15:00:00Z,EV,4316,63,-2,-14,EWR,RDU,416,7,6,11,Sat
2013-07-06T15:00:00Z,MQ,3386,54,-1,-4,JFK,DCA,213,7,6,11,Sat
2013-07-06T16:00:00Z,EV,3265,45,-5,-17,EWR,BTV,266,7,6,12,Sat
2013-07-06T16:00:00Z,9E,3601,70,-10,-19,JFK,RDU,427,7,6,12,Sat
2013-07-06T16:00:00Z,US,1181,87,-5,7,JFK,CLT,541,7,6,12,Sat
2013-07-06T16:00:00Z,AA,3,302,-4,-31,JFK,LAX,2475,7,6,12,Sat
2013-07-06T16:00:00Z,DL,863,310,-4,-21,JFK,LAX,2475,7,6,12,Sat
2013-07-06T16:00:00Z,AA,329,106,-13,-47,LGA,ORD,733,7,6,12,Sat
2013-07-06T16:00:00Z,DL,1174,140,-3,-20,LGA,PBI,1035,7,6,12,Sat
2013-07-06T16:00:00Z,EV,5680,75,-1,-9,EWR,CMH,463,7,6,12,Sat
2013-07-06T16:00:00Z,DL,1006,38,0,11,JFK,BOS,187,7,6,12,Sat
2013-07-06T16:00:00Z,UA,817,137,1,-18,EWR,PBI,1023,7,6,12,Sat
2013-07-06T16:00:00Z,AA,743,186,-8,-26,LGA,DFW,1389,7,6,12,Sat
2013-07-06T16:00:00Z,MQ,3404,65,2,-14,LGA,RDU,431,7,6,12,Sat
2013-07-06T16:00:00Z,EV,4519,83,-6,-13,EWR,AVL,583,7,6,12,Sat
2013-07-06T16:00:00Z,B6,323,309,-4,-1,JFK,LAX,2475,7,6,12,Sat
2013-07-06T16:00:00Z,EV,4640,80,-2,-21,EWR,DAY,533,7,6,12,Sat
2013-07-06T16:00:00Z,B6,1191,40,-2,5,JFK,ACK,199,7,6,12,Sat
2013-07-06T16:00:00Z,WN,1025,196,-1,-22,LGA,HOU,1428,7,6,12,Sat
2013-07-06T16:00:00Z,DL,2098,148,-9,-36,LGA,MIA,1096,7,6,12,Sat
2013-07-06T16:00:00Z,WN,2003,158,1,-6,EWR,MSY,1167,7,6,12,Sat
2013-07-06T16:00:00Z,9E,3319,56,-1,-5,JFK,BUF,301,7,6,12,Sat
2013-07-06T16:00:00Z,EV,4118,83,-3,-11,EWR,DTW,488,7,6,12,Sat
2013-07-06T16:00:00Z,UA,1169,199,25,31,EWR,IAH,1400,7,6,12,Sat
2013-07-06T16:00:00Z,B6,927,124,-7,-14,EWR,MCO,937,7,6,12,Sat
2013-07-06T16:00:00Z,UA,1625,208,-6,-17,EWR,DEN,1605,7,6,12,Sat
2013-07-06T16:00:00Z,EV,6054,40,-5,-26,EWR,IAD,212,7,6,12,Sat
2013-07-06T16:00:00Z,B6,41,145,-2,-9,JFK,FLL,1069,7,6,12,Sat
2013-07-06T16:00:00Z,9E,3650,85,2,-1,EWR,DTW,488,7,6,12,Sat
2013-07-06T16:00:00Z,AA,1850,40,-5,-13,JFK,BOS,187,7,6,12,Sat
2013-07-06T16:00:00Z,MQ,3361,68,-7,-15,JFK,RDU,427,7,6,12,Sat
2013-07-06T16:00:00Z,MQ,3388,76,-12,-29,LGA,CMH,479,7,6,12,Sat
2013-07-06T16:00:00Z,B6,316,42,-5,-5,JFK,SYR,209,7,6,12,Sat
2013-07-06T16:00:00Z,UA,1684,147,5,-17,EWR,MIA,1085,7,6,12,Sat
2013-07-06T16:00:00Z,DL,1375,255,-3,-17,JFK,SLC,1990,7,6,12,Sat
2013-07-06T16:00:00Z,EV,4679,115,-2,-13,EWR,JAX,820,7,6,12,Sat
2013-07-06T16:00:00Z,AA,2041,148,3,-1,JFK,MIA,1089,7,6,12,Sat
2013-07-06T16:00:00Z,DL,781,112,-7,-17,LGA,ATL,762,7,6,12,Sat
2013-07-06T16:00:00Z,MQ,3658,111,47,39,LGA,ATL,762,7,6,12,Sat
2013-07-06T16:00:00Z,DL,1131,79,3,-24,LGA,DTW,502,7,6,12,Sat
2013-07-06T16:00:00Z,US,1515,77,-5,-26,LGA,CLT,544,7,6,12,Sat
2013-07-06T17:00:00Z,US,2175,39,-6,3,LGA,DCA,214,7,6,13,Sat
2013-07-06T16:00:00Z,UA,1244,208,0,-14,EWR,SJU,1608,7,6,12,Sat
2013-07-06T17:00:00Z,VX,165,310,-1,-24,EWR,LAX,2454,7,6,13,Sat
2013-07-06T17:00:00Z,EV,4552,68,-10,-17,EWR,GSO,445,7,6,13,Sat
2013-07-06T17:00:00Z,EV,4909,90,-10,-31,LGA,TVC,655,7,6,13,Sat
2013-07-06T16:00:00Z,EV,4140,116,7,14,EWR,ATL,746,7,6,12,Sat
2013-07-06T17:00:00Z,MQ,3340,81,2,-11,LGA,DTW,502,7,6,13,Sat
2013-07-06T16:00:00Z,UA,1641,128,7,-16,EWR,MCO,937,7,6,12,Sat
2013-07-06T15:00:00Z,MQ,3461,103,69,60,LGA,BNA,764,7,6,11,Sat
2013-07-06T17:00:00Z,UA,1646,268,-6,-28,EWR,PHX,2133,7,6,13,Sat
2013-07-06T17:00:00Z,AA,331,105,-5,-28,LGA,ORD,733,7,6,13,Sat
2013-07-06T17:00:00Z,VX,411,313,6,9,JFK,LAX,2475,7,6,13,Sat
2013-07-06T17:00:00Z,B6,1639,152,-4,-16,LGA,RSW,1080,7,6,13,Sat
2013-07-06T17:00:00Z,US,1437,74,-5,-25,EWR,CLT,529,7,6,13,Sat
2013-07-06T17:00:00Z,FL,348,115,2,21,LGA,ATL,762,7,6,13,Sat
2013-07-06T17:00:00Z,EV,4471,80,10,-6,EWR,CLT,529,7,6,13,Sat
2013-07-06T17:00:00Z,EV,5148,112,16,33,EWR,ATL,746,7,6,13,Sat
2013-07-06T17:00:00Z,EV,5299,129,-8,-28,LGA,MEM,963,7,6,13,Sat
2013-07-06T17:00:00Z,EV,5799,149,-6,-24,EWR,OMA,1134,7,6,13,Sat
2013-07-06T17:00:00Z,WN,53,202,-1,-10,EWR,AUS,1504,7,6,13,Sat
2013-07-06T14:00:00Z,B6,53,132,172,166,JFK,PBI,1028,7,6,10,Sat
2013-07-06T17:00:00Z,EV,4419,164,-2,-10,EWR,MSY,1167,7,6,13,Sat
2013-07-06T17:00:00Z,DL,2043,111,-7,7,JFK,ATL,760,7,6,13,Sat
2013-07-06T17:00:00Z,MQ,3305,66,-2,-16,LGA,RDU,431,7,6,13,Sat
2013-07-06T17:00:00Z,UA,1199,311,-3,5,EWR,LAX,2454,7,6,13,Sat
2013-07-06T17:00:00Z,UA,15,598,2,-19,EWR,HNL,4963,7,6,13,Sat
2013-07-06T17:00:00Z,B6,505,141,-1,-19,EWR,FLL,1065,7,6,13,Sat
2013-07-06T17:00:00Z,EV,5797,47,-3,-13,EWR,RIC,277,7,6,13,Sat
2013-07-06T17:00:00Z,AA,1073,149,-9,-32,LGA,MIA,1096,7,6,13,Sat
